# "Timestep" "MSD Type 1"
101000 19.801874263500014 
102000 15.328013218700004 
103000 16.766056378099993 
104000 18.452027584899998 
105000 16.66128307050001 
106000 17.981701202100005 
107000 17.709644356300014 
108000 17.5037348295 
109000 17.6303935505 
110000 17.03169720150001 
111000 18.332163400200002 
112000 18.360348904800006 
113000 16.54367479470001 
114000 16.72088339040001 
115000 19.7928495087 
116000 16.092835600000004 
117000 16.881318683700012 
118000 17.3151210264 
119000 17.4193589244 
120000 16.844435309300003 
121000 18.17258832790001 
122000 16.31939997240001 
123000 18.529840414800002 
124000 14.560179784599997 
125000 17.512859777400003 
126000 17.780052441400002 
127000 18.08792339840002 
128000 16.848114968499996 
129000 17.947006574099998 
130000 18.605963717300003 
131000 17.63679444640001 
132000 17.12981681180001 
133000 17.73092745960001 
134000 19.027908180800008 
135000 17.13139446610001 
136000 17.400761593400006 
137000 14.406650343 
138000 17.990464512600003 
139000 17.775354561300002 
140000 19.902437567600007 
141000 18.016625283199996 
142000 17.33896357810001 
143000 18.997329040699995 
144000 17.152659882400002 
145000 18.307496386500013 
146000 15.401936170900004 
147000 16.908520367599998 
148000 19.238591041299998 
149000 16.29443909170001 
150000 17.415428115599994 
151000 16.927340940599994 
152000 17.25840088390002 
153000 16.02026951940001 
154000 18.15374444050001 
155000 18.296152402700002 
156000 18.2874248616 
157000 18.57957654530001 
158000 17.08526232440001 
159000 17.230097574700004 
160000 17.82872994340001 
161000 16.239173126700006 
162000 17.278840336300007 
163000 18.30059439570001 
164000 17.79366873720001 
165000 19.94491462790001 
166000 16.493479577800002 
167000 15.522214422200005 
168000 19.639022724899995 
169000 17.103417352600008 
170000 17.173055820000002 
171000 16.843013670500003 
172000 15.920314511300004 
173000 17.407996167500006 
174000 17.495517826300006 
175000 17.914204549100017 
176000 19.946788177700007 
177000 18.8035695509 
178000 17.565128812199987 
179000 16.152437588000005 
180000 17.891619031299992 
181000 18.71358016409999 
182000 18.29940797960001 
183000 17.116628239599997 
184000 18.01058718 
185000 18.30947993150001 
186000 18.2572405182 
187000 16.287374219600007 
188000 17.424000788000004 
189000 17.5971979448 
190000 18.06399877590001 
191000 16.678660232099997 
192000 16.663486101400007 
193000 17.389767687299994 
194000 16.34926769130001 
195000 18.429408826400017 
196000 18.18430802119999 
197000 16.028418581400015 
198000 16.9107468939 
199000 19.4483570083 
200000 17.05660451720001 
201000 18.7721541957 
202000 19.721572537200004 
203000 16.4088274351 
204000 17.844036138600007 
205000 17.532940434699995 
206000 15.2827697957 
207000 17.906674876200018 
208000 17.694386632599997 
209000 16.190450484300005 
210000 18.008776653300004 
211000 19.4789750419 
212000 18.431871227700015 
213000 18.2072031744 
214000 18.039017253499992 
215000 17.3812208429 
216000 17.636627298100013 
217000 17.006638028000005 
218000 16.799317292400012 
219000 16.0775464649 
220000 19.582753372900008 
221000 17.56565346250001 
222000 18.499635344600012 
223000 18.210888582 
224000 17.597761050699997 
225000 17.1886015872 
226000 16.7751913518 
227000 17.690300391999997 
228000 16.027451953400014 
229000 17.7490507276 
230000 17.2233659187 
231000 19.736153178000006 
232000 17.196906087700004 
233000 16.865215315200007 
234000 19.3018806663 
235000 18.145413177499996 
236000 15.344619519200002 
237000 18.362557630100007 
238000 17.6652263516 
239000 15.303539759600005 
240000 19.205858971700025 
241000 16.796017942800006 
242000 15.541843601400009 
243000 18.546004265900006 
244000 17.969670007299992 
245000 15.364013985100009 
246000 17.861039004100018 
247000 17.092639477099997 
248000 16.666020829000008 
249000 17.740536999600003 
250000 15.974341026700014 
251000 18.210073952400005 
252000 16.839732258500014 
253000 19.630858377000006 
254000 16.9495751379 
255000 18.26411140570001 
256000 20.332998429900005 
257000 16.181054779700005 
258000 18.378415214599997 
259000 17.606231599700006 
260000 16.560562382999997 
261000 16.855498968800006 
262000 16.221686675999994 
263000 15.931215517200002 
264000 16.25808900400001 
265000 17.159703440799994 
266000 16.308325949099995 
267000 16.974881877900003 
268000 18.684794488800005 
269000 18.205331227899997 
270000 18.258361174100003 
271000 14.063468737100008 
272000 17.193237780800008 
273000 16.0985859563 
274000 17.507800399399997 
275000 16.89601023500002 
276000 16.486528601400003 
277000 17.21115341300001 
278000 19.3509357627 
279000 15.958790318700009 
280000 17.380867135299997 
281000 18.0147737705 
282000 17.05894779290001 
283000 17.66864217970001 
284000 18.051143721899994 
285000 16.434900115900007 
286000 17.6413991555 
287000 16.814497166599992 
288000 18.065562228900006 
289000 16.920393350900003 
290000 18.698908252400006 
291000 20.6788458781 
292000 15.399222638699992 
293000 19.9478452425 
294000 18.828920399500003 
295000 14.925302906300004 
296000 17.932575498100007 
297000 20.13046032670001 
298000 16.722640419000008 
299000 17.872200304899998 
300000 19.082109579800015 
301000 16.972332120200004 
302000 19.940905766900006 
303000 17.1616708742 
304000 15.510468713200003 
305000 19.385055365400007 
306000 16.27592782560001 
307000 14.301667059700005 
308000 18.873045416400007 
309000 16.000558266900004 
310000 17.437348919799994 
311000 17.899309806700003 
312000 15.309156526200011 
313000 17.5161457038 
314000 16.498737702699998 
315000 18.700744800600006 
316000 17.951401323799995 
317000 16.425306025100006 
318000 17.402465038600003 
319000 17.406148837899995 
320000 18.3817826701 
321000 16.774575674300003 
322000 17.0780789743 
323000 18.967587106999996 
324000 18.6134675818 
325000 19.03814529319999 
326000 19.33669112280001 
327000 18.20917734980001 
328000 16.883722068900006 
329000 15.288304084500005 
330000 18.3423720389 
331000 17.540046502800003 
332000 20.690528643100006 
333000 16.6032328502 
334000 16.881671007900007 
335000 16.772879767400006 
336000 18.435739736600016 
337000 16.760754919800007 
338000 17.134121812500005 
339000 19.553816452899998 
340000 17.939008520900007 
341000 18.28970217429999 
342000 16.259677001300012 
343000 18.695400101 
344000 15.240883296100009 
345000 17.50467435760001 
346000 19.96678428210001 
347000 17.381693671500006 
348000 17.42851465820001 
349000 19.74937621040002 
350000 19.5206872555 
351000 17.176078373299994 
352000 18.942324858899998 
353000 17.83865508280001 
354000 18.248813422999998 
355000 17.890716228400006 
356000 16.653121409600008 
357000 15.404422815399997 
358000 17.721032042600015 
359000 16.53637508300001 
360000 16.058128477400007 
361000 19.6745222362 
362000 16.577876018499996 
363000 18.130018365100007 
364000 18.940249037700006 
365000 18.524834271300005 
366000 16.660146316 
367000 18.37565704139999 
368000 21.38596573110001 
369000 15.543845310600002 
370000 17.56850993000002 
371000 21.779465638600016 
372000 18.542963982900005 
373000 16.736843868200005 
374000 17.862078165799996 
375000 17.983688570300014 
376000 18.011763851700003 
377000 16.098196976000008 
378000 17.728253229100012 
379000 19.463348939999992 
380000 20.095675491999998 
381000 16.940340840900006 
382000 17.058667142800005 
383000 21.173126388000007 
384000 15.1172488976 
385000 20.1964331864 
386000 16.49376290589999 
387000 16.550106931400006 
388000 16.9394832593 
389000 16.61880101949999 
390000 18.776611810900008 
391000 15.650434626300006 
392000 18.264270408300007 
393000 17.295037667800003 
394000 16.586296985000008 
395000 14.965870164600009 
396000 18.673379319600006 
397000 17.1604841326 
398000 19.314366389 
399000 20.252282703099997 
400000 17.40955024090001 
401000 21.414341609100003 
402000 18.7355540411 
403000 16.0734170178 
404000 20.43069870730001 
405000 18.721847027900004 
406000 18.203436048300006 
407000 20.735180397100006 
408000 18.346173682100012 
409000 18.39176095880001 
410000 18.940158310600008 
411000 17.9695489467 
412000 17.087251489 
413000 18.176493199100005 
414000 18.086100543600004 
415000 19.7136937836 
416000 15.500454731700007 
417000 16.531016317700004 
418000 18.20407965810001 
419000 17.8429419735 
420000 19.44475939340001 
421000 15.613947197 
422000 16.165848795300004 
423000 18.13877680890002 
424000 16.450491878900003 
425000 16.942355667800005 
426000 15.830524141100005 
427000 18.447010054500005 
428000 18.14644280400001 
429000 19.0340610687 
430000 16.818082832500004 
431000 17.12318706020001 
432000 18.992451049999996 
433000 18.772416156699993 
434000 15.872900046200003 
435000 20.42937162060001 
436000 17.793829911200003 
437000 14.46275582070001 
438000 20.408010644300006 
439000 16.939487523399993 
440000 16.529574262999997 
441000 15.9609771628 
442000 19.577698796400004 
443000 16.849096048300005 
444000 17.2732129298 
445000 18.946836963800017 
446000 17.731145487800006 
447000 17.78506349469999 
448000 18.448944916200006 
449000 17.032275033700003 
450000 16.346196179100005 
451000 17.88491122260001 
452000 16.91521355870001 
453000 18.453891000900004 
454000 16.030442441999995 
455000 17.245000817800015 
456000 19.75147485149999 
457000 16.54094260420001 
458000 17.2211709434 
459000 15.361044738 
460000 17.539158439500014 
461000 18.758424849600004 
462000 18.678530465800012 
463000 17.993588718300014 
464000 15.228199342500005 
465000 17.175474982299995 
466000 18.3153271178 
467000 18.837890963899994 
468000 17.4733090789 
469000 19.29969376650001 
470000 15.943342920499992 
471000 17.984789416399995 
472000 17.163529194300004 
473000 18.344388266500005 
474000 19.65763485399999 
475000 15.810298382800003 
476000 17.892282940600005 
477000 17.7893328609 
478000 16.8129187743 
479000 18.961641738800004 
480000 16.898082620899995 
481000 14.389192709600001 
482000 17.534704960600006 
483000 15.851160655800017 
484000 15.930095975800015 
485000 18.7742465241 
486000 18.812069452000003 
487000 18.316131579000007 
488000 18.23160967539999 
489000 17.795880261500013 
490000 18.6649380004 
491000 17.83173137789999 
492000 17.974521392299987 
493000 18.095827075000003 
494000 16.6183873224 
495000 16.845329088300012 
496000 15.500371399699995 
497000 17.5898973138 
498000 17.687227524900006 
499000 18.489382241900003 
500000 18.429532664300005 
501000 16.9273087753 
502000 17.6156579417 
503000 19.500814538700006 
504000 18.692241697399997 
505000 15.346251808699998 
506000 16.861613433000002 
507000 16.591523291300007 
508000 18.252541935300005 
509000 16.181081645600006 
510000 18.8979111958 
511000 17.151336199800014 
512000 16.229059940000013 
513000 16.655874990399997 
514000 15.920166352700004 
515000 15.262912342900005 
516000 17.619943856900004 
517000 17.4258522157 
518000 19.037033248800007 
519000 17.675499970200004 
520000 16.079159616600002 
521000 17.80351639160001 
522000 14.762296764900007 
523000 18.299921927799996 
524000 17.613607938200005 
525000 19.1674407463 
526000 18.17351293390001 
527000 16.398359211099997 
528000 16.831260837100004 
529000 17.87283551950001 
530000 16.437529736200013 
531000 18.936351485600007 
532000 18.26895166210002 
533000 16.612591803099996 
534000 18.1491995968 
535000 16.756905616300006 
536000 17.674536374499993 
537000 19.1619966737 
538000 17.251428898300002 
539000 16.80061843230001 
540000 17.999591986900008 
541000 17.63153004820001 
542000 16.85913016160001 
543000 17.131319913400016 
544000 16.725812778300007 
545000 18.938997168899988 
546000 18.1303850392 
547000 18.443920937100007 
548000 20.274267185799996 
549000 20.222113878300004 
550000 15.283035340400009 
551000 18.1444491079 
552000 17.339786600200004 
553000 16.4875209648 
554000 16.7459159092 
555000 18.5120481647 
556000 18.219126559100005 
557000 17.682759750300008 
558000 16.828001109000006 
559000 19.097461561800007 
560000 18.43806612120002 
561000 17.005200384300007 
562000 17.5772882287 
563000 17.22444971339999 
564000 16.823554615900004 
565000 17.48977976129999 
566000 17.83147836580001 
567000 16.952465081699998 
568000 16.736566285300007 
569000 17.57780651050001 
570000 16.8448079211 
571000 15.744416980000004 
572000 18.2892356609 
573000 18.161725163699998 
574000 17.45083906640001 
575000 18.87639737060001 
576000 15.788470990200008 
577000 17.601120180100004 
578000 17.646068774799993 
579000 16.905451201399995 
580000 17.98427426530001 
581000 18.230898461999995 
582000 16.6136052625 
583000 18.489975577799996 
584000 17.726759895999994 
585000 18.446786672800005 
586000 16.2916387563 
587000 17.166846297999996 
588000 17.55408337440001 
589000 16.388589217800003 
590000 16.22268702210001 
591000 17.9106376677 
592000 20.503218434000004 
593000 17.457142288400004 
594000 20.45641117990001 
595000 18.48298364950001 
596000 19.435047676399996 
597000 21.050419492900005 
598000 19.2955699871 
